Company_Name,Country,Sector,Overall_Rating,Overall_Score,Environmental_Score,Social_Score,Governance_Score
Media Do Co Ltd,JP,Retail - Consumer Discretionary,A,7.1,6.5,5.6,4.4
Medical Data Vision Co Ltd,JP,Health Care Equipment & Supplies,B,2.6,7.0,4.6,2.8
Medley Inc,JP,Health Care Equipment & Supplies,B,2.4,7.0,3.9,4.3
Mercedes-Benz Auto Finance Ltd,CN,Automobiles,A,6.9,,3.7,4.0
"Mercedes-Benz Finance Co, Ltd",JP,Automobiles,A,6.9,6.8,3.7,4.0
Mercedes-Benz Financial Services Korea Limited,KR,Automobiles,A,6.9,6.8,3.7,4.0
Metromile Inc,US,Property & Casualty Insurance,B,1.7,2.9,2.2,5.5
"Mezzion Pharma Co, Ltd",KR,Pharmaceuticals,B,2.1,,6.5,1.5
MicroVision Inc,US,"Electronic Equipment, Instruments & Components",A,6.8,2.9,4.2,6.7
Ming Yuan Cloud Group Holdings Ltd,CN,Software & Services,A,6.2,5.7,4.5,5.0
Minmetals Capital Company Limited,CN,Investment Banking & Brokerage,B,1.6,1.1,2.7,3.3
Minmetals Capital Holdings Limited,CN,Investment Banking & Brokerage,B,1.6,1.1,2.7,3.3
Mirati Therapeutics Inc,US,Biotechnology,A,6.6,7.3,5.1,5.0
Mitsubishi Chemical Holdings Corporation,JP,Diversified Chemicals,A,6.4,,5.1,6.0
Mitsubishi Corporation,JP,Trading Companies & Distributors,A,6.9,5.2,6.7,5.4
"Mitsubishi Estate Company, Limited",JP,Real Estate Development & Diversified Activities,A,5.8,6.1,7.8,5.1
"Mitsubishi Heavy Industries, Ltd",JP,Industrial Machinery,A,6.9,,5.6,4.6
"Mitsubishi UFJ Financial Group, Inc",JP,Banks,A,7.0,,4.4,5.0
"Mitsubishi UFJ Securities Holdings Co,Ltd",JP,Banks,A,7.0,6.0,4.4,5.0
Mitsubishi UFJ Trust and Banking Corporation,JP,Banks,A,7.0,6.0,4.4,5.0
Mitsubishi UFJ Trust and Banking Corporation (New York Branch),US,Banks,A,7.0,6.0,4.4,5.0
Mitsuboshi Belting Ltd,JP,Industrial Machinery,B,1.7,3.8,5.6,1.9
"Mitsui Chemicals, Inc",JP,Commodity Chemicals,A,7.0,4.7,3.2,6.3
"Mitsui DM Sugar Holdings Co, Ltd",JP,Food Products,B,1.9,0.0,6.5,2.5
"Mitsui Fudosan Co, Ltd",JP,Real Estate Development & Diversified Activities,A,5.8,5.6,4.8,5.6
Mitsui Fudosan Logistics Park Inc,JP,Real Estate Management & Services,B,2.1,5.8,1.9,4.3
"Mitsuuroko Group Holdings Co,Ltd",JP,"Oil & Gas Refining, Marketing, Transportation & Storage",A,6.7,,6.9,5.5
"Mizuho Bank (China), Ltd",CN,Banks,A,6.7,6.1,5.5,4.5
Mizuho Bank Ltd (New York Branch),US,Banks,A,6.7,6.1,5.5,4.5
"Mizuho Bank, Ltd",JP,Banks,A,6.7,6.1,5.5,4.5
"Mizuho Financial Group, Inc",JP,Banks,A,6.7,6.1,5.5,4.5
"Mizuho Securities Co, Ltd",JP,Banks,A,6.7,,5.5,4.5
"Mizuho Trust & Banking Co, Ltd",JP,Banks,A,6.7,6.1,5.5,4.5
"Mobile Energy Services Holdings, Inc",US,Utilities,A,6.5,6.8,6.9,5.1
Monex Finance Corporation,JP,Investment Banking & Brokerage,A,7.1,5.1,4.4,5.8
"Monex Group, Inc",JP,Investment Banking & Brokerage,A,7.1,5.1,4.4,5.8
Monte Rosa Therapeutics Inc,US,Biotechnology,A,5.9,7.1,4.4,5.6
"Murata Manufacturing Co, Ltd",JP,"Electronic Equipment, Instruments & Components",A,6.1,,5.4,4.7
"Muyuan Foods Co,Ltd",CN,Food Products,B,1.6,,3.8,2.4
N-Able Inc,US,Software & Services,A,6.7,,4.7,6.0
"NABORS INDUSTRIES, INC",US,Energy Equipment & Services,B,1.8,,5.7,3.8
NACHI-FUJIKOSHI CORP,JP,Industrial Machinery,B,2.0,,4.9,1.6
"NAPCO SECURITY TECHNOLOGIES, INC",US,"Electronic Equipment, Instruments & Components",B,2.3,2.3,5.0,2.3
NARA STATUTORY TRUST IV,US,Banks,B,2.7,0.0,2.9,5.4
"NARI Technology Co, Ltd",CN,Electrical Equipment,B,1.9,,5.9,2.6
NATIONAL AUSTRALIA FUNDING (DELAWARE) INC,US,Banks,A,6.5,7.8,3.9,7.0
NATIONAL BANK HOLDINGS CORPORATION,US,Banks,A,6.2,1.3,4.2,6.8
NATIONAL COMMERCE CAPITAL TRUST I,US,Banks,A,6.8,4.1,4.3,6.1
"NATIONAL HEALTH INVESTORS, INC",US,Real Estate Management & Services,B,1.6,4.6,2.1,4.3
NATIONAL STORAGE AFFILIATES TRUST,US,Real Estate Management & Services,B,2.1,3.8,1.7,6.2
"NATURECELL CO,LTD",KR,Biotechnology,B,1.6,3.0,5.4,1.3
NATUREWORKS LLC,US,Food Products,A,5.9,6.9,4.1,1.9
"NAURA Technology Group Co, Ltd",CN,Semiconductors & Semiconductor Equipment,B,2.1,9.2,7.5,0.9
NAVIENT CORPORATION,US,Consumer Finance,B,2.7,8.5,2.8,4.7
NAVISTAR FINANCIAL CORPORATION,US,Construction & Farm Machinery & Heavy Trucks,B,2.3,5.6,3.8,0.7
NCL CORPORATION LTD,US,Hotels & Travel,B,2.0,4.7,4.2,3.1
NCSOFT CORPORATION,KR,Media & Entertainment,A,7.1,6.7,6.2,5.4
NEC Corporation,JP,Software & Services,A,6.0,7.1,4.5,4.6
NEC Networks & System Integration Corporation,JP,Software & Services,A,6.2,7.3,6.1,2.8
"NEIGHBORCARE, INC",US,Health Care Providers & Services,A,5.8,10.0,4.0,5.9
"NEOGENOMICS LABORATORIES, INC",US,Health Care Equipment & Supplies,A,7.1,6.1,6.1,6.0
"NEOGENOMICS, INC",US,Health Care Equipment & Supplies,A,7.1,6.1,6.1,6.0
NEOPHOTONICS CORPORATION,US,Semiconductors & Semiconductor Equipment,B,2.4,3.4,4.4,5.0
NEOWIZ,KR,Media & Entertainment,B,1.7,6.7,3.4,1.9
"NERCO, INC",US,Metals and Mining - Non-Precious Metals,A,6.7,4.2,4.1,5.7
"NETAFIM IRRIGATION, INC",US,Commodity Chemicals,B,2.7,2.7,1.8,4.9
"NETAPP, INC",US,"Technology Hardware, Storage & Peripherals",A,6.7,4.7,4.4,5.7
"NETEASE, INC",CN,Media & Entertainment,A,6.0,8.3,6.1,3.9
"NETGEAR, INC",US,"Technology Hardware, Storage & Peripherals",A,5.8,2.1,4.3,6.1
NETSMART LLC,US,Health Care Equipment & Supplies,A,5.8,8.0,5.5,5.7
"NETWORK COMMUNICATIONS, INC",US,Professional Services,B,2.8,8.0,4.4,4.4
NEW ALBERTSONS LP,US,Retail - Food & Staples,B,2.7,1.9,2.9,6.2
NEW CHINA LIFE INSURANCE COMPANY LTD,CN,Life & Health Insurance,B,2.7,3.8,3.1,5.5
NEW JERSEY RESOURCES CORPORATION,US,Utilities,A,6.7,8.9,5.4,4.9
NEW ORIENTAL EDUCATION & TECHNOLOGY GROUP INC,CN,Diversified Consumer Services,B,1.7,7.7,4.4,1.4
"NEW RELIC, INC",US,Software & Services,A,6.4,4.0,5.2,4.8
NEW RESIDENTIAL INVESTMENT CORP,US,Asset Management & Custody Banks,B,1.5,,2.7,4.2
"NEW YORK MORTGAGE TRUST, INC",US,Asset Management & Custody Banks,B,1.5,6.7,3.4,5.1
NEWELL BRANDS INC,US,Household Durables,A,6.2,,3.2,5.9
NEWS CORPORATION,US,Media & Entertainment,B,2.1,8.9,4.3,1.8
NEWS CORPORATION FINANCE TRUST,US,Media & Entertainment,A,5.8,10.0,4.8,4.9
NEXEN TIRE CORPORATION,KR,Auto Components,B,2.7,4.5,4.9,2.5
"NEXPOINT RESIDENTIAL TRUST, INC",US,Real Estate Management & Services,B,1.8,3.9,3.8,4.5
"NEXTERA ENERGY OPERATING PARTNERS, LP",US,Utilities,A,6.8,9.0,4.7,4.1
"NEXTERA ENERGY PARTNERS, LP",US,Utilities,A,6.8,9.0,4.7,4.1
"NEXTGEN HEALTHCARE, INC",US,Health Care Equipment & Supplies,A,6.8,8.0,5.0,6.7
"NGK INSULATORS, LTD",JP,Industrial Machinery,A,7.1,7.1,5.9,4.2
"NGK SPARK PLUG CO, LTD",JP,Auto Components,A,6.3,4.9,6.4,5.0
NGL ENERGY OPERATING LLC,US,"Oil & Gas Refining, Marketing, Transportation & Storage",B,1.6,4.0,2.4,3.8
NGL ENERGY PARTNERS LP,US,"Oil & Gas Refining, Marketing, Transportation & Storage",B,1.6,4.0,2.4,3.8
NGPL PIPECO LLC,US,Utilities,A,6.5,5.0,5.9,5.3
"NHK SPRING CO, LTD",JP,Auto Components,B,1.7,4.1,3.6,3.1
NHN KCP Corp,KR,Software & Services,B,1.7,6.7,3.4,2.6
"NICE Information Service Co, Ltd",KR,Professional Services,B,1.5,6.7,5.0,2.1
NICE SYSTEMS INC,US,Software & Services,A,6.9,5.5,4.1,6.7
NICOR INC,US,Utilities,A,6.5,6.8,6.9,5.1
NIELSEN FINANCE LLC,US,Professional Services,A,6.9,10.0,6.3,5.7
NIELSEN HOLDINGS PLC,US,Professional Services,A,6.9,10.0,6.3,5.7
NIFCO INC,JP,Auto Components,A,6.4,2.6,6.5,4.9
"NIHON CHOUZAI Co,Ltd",JP,Retail - Food & Staples,A,6.5,4.3,5.4,3.9
NIHON KOHDEN CORPORATION,JP,Health Care Equipment & Supplies,A,7.0,10.0,6.1,5.2
"NIKE, INC",US,"Textiles, Apparel & Luxury Goods",A,6.2,8.7,3.8,3.8
"NIKKISO CO,LTD",JP,Industrial Machinery,B,2.3,3.9,4.3,3.5
"NINA COMPANY III, LLC",US,Media & Entertainment,B,2.3,8.0,3.7,3.3
"NINE ENERGY SERVICE, INC",US,Energy Equipment & Services,B,2.2,5.1,2.3,4.1
NIPPO CORPORATION,JP,Construction & Engineering,A,6.7,5.4,6.4,4.4
"NIPPON DENSETSU KOGYO CO, LTD",JP,Construction & Engineering,B,1.5,,3.9,0.6
"NIPPON GAS CO,LTD",JP,Utilities,B,1.7,7.4,5.5,4.1
"NIPPON PAINT HOLDINGS CO, LTD",JP,Specialty Chemicals,A,6.1,6.5,1.0,5.2
NIPPON STEEL CORPORATION,JP,Steel,A,6.3,4.5,5.1,4.0
NIPPON TELEGRAPH AND TELEPHONE CORPORATION,JP,Telecommunication Services,A,5.9,10.0,6.1,3.7
"NISHIMATSUYA CHAIN Co, Ltd",JP,Retail - Consumer Discretionary,B,2.7,,4.5,3.1
"NISSAN SHATAI CO, LTD",JP,Automobiles,B,2.0,4.1,4.0,1.4
"NISSIN FOODS HOLDINGS CO,LTD",JP,Food Products,A,6.2,2.9,6.9,4.7
"NITTOKU CO, LTD",JP,Industrial Machinery,B,1.7,3.2,4.6,3.3
"NN, INC",US,Industrial Machinery,B,2.3,,2.4,4.8
NOAH HOLDINGS LIMITED,CN,Asset Management & Custody Banks,B,2.6,10.0,3.6,3.6
"NOBLE INTERNATIONAL, LTD",US,Containers & Packaging,A,7.0,6.3,2.7,5.9
NOF CORPORATION,JP,Diversified Chemicals,B,2.4,4.7,1.5,5.6
"NONGFU SPRING CO, LTD",CN,Beverages,B,2.3,3.0,4.2,5.1
"NONGSHIM CO, LTD",KR,Food Products,B,1.6,,5.7,2.8
"NORDSTROM, INC",US,Retail - Consumer Discretionary,A,6.6,4.1,5.4,5.3
NORFOLK SOUTHERN CORPORATION,US,Road & Rail Transport,A,6.4,5.7,4.2,5.4
NORFOLK SOUTHERN RAILWAY COMPANY,US,Road & Rail Transport,A,6.4,,4.2,5.4
"NORTH ATLANTIC TRADING COMPANY, INC",US,Tobacco,A,6.8,,4.4,6.7
NORTHERN ILLINOIS GAS COMPANY,US,Utilities,A,6.5,6.8,6.9,5.1
NORTHWEST NATURAL GAS COMPANY,US,Utilities,A,6.5,6.4,7.0,5.2
NORTHWEST NATURAL HOLDING COMPANY,US,Utilities,A,6.5,6.4,7.0,5.2
NORTHWESTERN CAPITAL FINANCING II,US,Utilities,A,6.7,6.0,4.0,7.2
NORTHWESTERN CORPORATION,US,Utilities,A,6.7,6.0,4.0,7.2
NORTONLIFELOCK INC,US,Software & Services,A,7.1,,5.2,5.1
NORWEGIAN CRUISE LINE HOLDINGS LTD,US,Hotels & Travel,B,2.0,4.7,4.2,3.1
NOV INC,US,Energy Equipment & Services,A,6.0,7.3,7.8,4.8
NOVARTIS CAPITAL CORPORATION,US,Pharmaceuticals,A,5.9,6.0,4.9,6.0
NOVARTIS FINANCE CORPORATION,US,Pharmaceuticals,A,5.9,6.0,4.9,6.0
"NS UNITED KAIUN KAISHA, LTD",JP,Marine Transport,B,1.9,4.8,4.8,3.0
"NSA OP, LP",US,Real Estate Management & Services,B,2.1,3.8,1.7,6.2
"NSD CO, LTD",JP,Software & Services,B,1.9,4.0,2.4,4.0
NTN CORPORATION,JP,Industrial Machinery,A,6.0,5.9,5.9,4.2
NTT DATA CORPORATION,JP,Software & Services,A,6.4,,6.0,3.5
NTT FINANCE CORPORATION,JP,Diversified Financials,A,5.9,10.0,6.1,3.7
NTT UD REIT Investment Corporation,JP,Real Estate Management & Services,B,1.6,7.2,1.8,3.4
"NUANCE COMMUNICATIONS, INC",US,Software & Services,A,7.1,,5.3,6.4
NUMERICABLE US LLC,US,Telecommunication Services,B,2.2,10.0,4.2,3.0
"Nagoya Railroad Co, Ltd",JP,Road & Rail Transport,A,6.9,6.1,4.7,4.1
"Nanjing Securities Co, Ltd",CN,Investment Banking & Brokerage,B,2.0,2.3,1.4,4.7
Nanyang Commercial Bank (China) Limited,CN,Asset Management & Custody Banks,B,2.1,9.0,2.7,3.7
National Australia Bank Ltd (New York Branch),US,Banks,A,6.5,,3.9,7.0
"NavInfo Co, Ltd",CN,Household Durables,B,2.6,5.6,4.5,3.7
Neptune Company,KR,Media & Entertainment,B,2.1,6.7,2.7,3.1
NetDragon Websoft Holdings Ltd,CN,Media & Entertainment,B,1.7,6.9,3.6,2.5
Netstreit Corp,US,Real Estate Management & Services,B,1.6,,1.8,6.3
"New Hope Liuhe Co, Ltd",CN,Food Products,B,1.6,3.3,2.2,2.4
Ninestar Corporation,CN,"Technology Hardware, Storage & Peripherals",B,2.1,,4.5,1.9
Ningbo Ronbay New Energy Technology Co Ltd,CN,Specialty Chemicals,B,2.0,2.8,0.0,3.6
Nippon Building Fund Inc,JP,Real Estate Management & Services,A,6.8,6.9,6.6,3.9
"Nippon Light Metal Holdings Company, Ltd",JP,Metals and Mining - Non-Precious Metals,A,7.1,,4.5,4.6
"Nippon Prologis REIT, Inc",JP,Real Estate Management & Services,A,6.8,7.3,6.3,5.0
"Nippon Sheet Glass Company, Limited",JP,Building Products,A,6.1,4.3,5.7,5.4
"Nippon Shinyaku Co, Ltd",JP,Pharmaceuticals,A,5.9,5.2,5.0,4.3
"Nippon Soda Co, Ltd",JP,Diversified Chemicals,A,6.0,,2.2,4.6
"Nitori Holdings Co, Ltd",JP,Retail - Consumer Discretionary,A,5.9,4.4,5.1,4.5
Nitta Corporation,JP,Industrial Machinery,B,2.0,3.4,4.3,3.5
"Nittetsu Mining Co, Ltd",JP,Metals and Mining - Non-Precious Metals,B,2.3,2.4,3.0,2.3
"Noevir Holdings Co, Ltd",JP,Household & Personal Products,B,2.7,2.3,3.8,4.6
Nojima Corporation,JP,Retail - Consumer Discretionary,A,6.6,1.2,6.6,4.0
"Nomura Real Estate Holdings, Inc",JP,Real Estate Development & Diversified Activities,A,6.9,4.5,6.4,6.2
Norinchukin Bank,JP,Banks,B,2.1,2.7,5.2,4.2
Norinchukin Bank (New York Branch),US,Banks,B,2.1,2.7,5.2,4.2
"Noritsu Koki Co, Ltd",JP,Industrial Conglomerates,A,6.7,3.0,4.5,5.1
"Northeast Securities Co, Ltd",CN,Investment Banking & Brokerage,B,2.6,2.5,1.8,4.7
"OCEANEERING INTERNATIONAL, INC",US,Energy Equipment & Services,A,6.6,6.7,9.9,5.3
OCWEN FINANCIAL CORPORATION,US,Banks,B,2.5,,2.2,5.5
OFFICE PROPERTIES INCOME TRUST,US,Real Estate Management & Services,B,1.6,6.5,1.8,4.0
OFFICE TOWER DEVELOPER LLC,US,Real Estate Management & Services,A,7.1,8.0,4.2,5.9
"OFILM Group Co, Ltd",CN,"Electronic Equipment, Instruments & Components",B,2.6,,3.0,5.9
OGE ENERGY CORP,US,Utilities,A,7.0,,4.4,6.4
OHI HEALTHCARE PROPERTIES LIMITED PARTNERSHIP,US,Real Estate Management & Services,B,2.1,4.7,1.9,6.3
OHIO VALLEY ELECTRIC CORPORATION,US,Utilities,A,7.1,7.0,7.1,6.2
OHSHO FOOD SERVICE CORP,JP,Restaurants,B,1.8,1.6,4.4,4.2
OILES CORPORATION,JP,Industrial Machinery,B,2.3,2.8,7.3,3.4
OKASAN SECURITIES GROUP INC,JP,Investment Banking & Brokerage,B,2.6,3.6,2.9,3.6
OKLAHOMA GAS AND ELECTRIC COMPANY,US,Utilities,A,6.1,,3.8,6.1
"OKTA, INC",US,Software & Services,A,6.9,9.0,6.2,3.8
OKUMURA CORPORATION,JP,Construction & Engineering,A,6.3,,6.8,3.8
"OLD DOMINION FREIGHT LINE, INC",US,Road & Rail Transport,A,6.7,3.9,3.1,6.4
"OLD REMCO HOLDINGS, LLC",US,Auto Components,A,7.0,6.4,3.9,5.8
OLD REPUBLIC INTERNATIONAL CORPORATION,US,Property & Casualty Insurance,B,2.1,2.5,3.3,4.3
"OLLIES BARGAIN OUTLET HOLDINGS, INC",US,Retail - Consumer Discretionary,B,2.7,3.3,2.1,5.2
"OMEGA HEALTHCARE INVESTORS, INC",US,Real Estate Management & Services,B,2.1,,1.9,6.3
OMNI NATIONAL BANK,US,Banks,A,6.8,4.1,4.3,6.1
"OMNICARE, LLC",US,Health Care Providers & Services,A,5.8,10.0,4.0,5.9
OMNOVA SOLUTIONS INC,US,Specialty Chemicals,A,6.7,5.9,1.3,7.5
ON SEMICONDUCTOR CORPORATION,US,Semiconductors & Semiconductor Equipment,A,7.0,5.1,6.6,6.0
"ONE GAS, INC",US,Utilities,A,7.0,,7.2,7.0
"ONE LIBERTY PROPERTIES, INC",US,Real Estate Management & Services,B,2.1,4.0,2.6,5.0
ONESPAN INC,US,Software & Services,A,6.9,3.6,5.6,6.1
"ONO PHARMACEUTICAL CO, LTD",JP,Pharmaceuticals,A,6.4,5.0,5.6,4.7
"ONWARD HOLDINGS CO, LTD",JP,"Textiles, Apparel & Luxury Goods",B,2.3,1.5,4.1,3.2
"OPKO HEALTH, INC",US,Biotechnology,A,6.4,7.5,5.5,3.1
OPPENHEIMER HOLDINGS INC,US,Investment Banking & Brokerage,B,2.6,,1.7,3.5
"OPTEX GROUP Company, Limited",JP,"Electronic Equipment, Instruments & Components",B,2.3,,3.5,3.9
OPTIMIZERx Corp,US,Health Care Equipment & Supplies,B,2.4,6.7,1.9,6.1
"ORASURE TECHNOLOGIES, INC",US,Health Care Equipment & Supplies,A,6.6,6.2,5.6,6.1
ORGANO CORPORATION,JP,Industrial Machinery,A,6.0,4.8,6.0,4.6
ORGANOGENESIS HOLDINGS INC,US,Biotechnology,B,2.1,4.7,3.7,4.9
ORIENT SECURITIES COMPANY LIMITED,CN,Investment Banking & Brokerage,A,6.3,5.4,2.1,6.9
"ORIENTAL LAND CO,LTD",JP,Hotels & Travel,A,6.9,6.0,6.1,2.7
ORION CORP,KR,Food Products,B,2.2,1.3,5.3,4.1
ORION Holdings Corp,KR,Food Products,B,2.7,,4.9,4.0
"ORMAT TECHNOLOGIES, INC",US,Utilities,A,7.0,8.6,4.5,5.2
"OReilly Automotive, Inc",US,Retail - Consumer Discretionary,B,2.7,1.9,3.1,4.6
"OSAKA GAS CO, LTD",JP,Utilities,A,6.3,5.7,8.5,4.4
OSAKA ORGANIC CHEMICAL INDUSTRY LTD,JP,Diversified Chemicals,B,2.0,4.9,1.9,4.4
"OSAKA SODA CO, LTD",JP,Specialty Chemicals,B,2.2,3.5,2.0,3.5
OSCOTECInc,KR,Pharmaceuticals,B,1.5,,4.8,0.0
"OUTDOOR SPORTS GEAR, LLC",US,Household Durables,A,6.2,,3.2,5.9
OVINTIV EXPLORATION INC,US,Oil & Gas Exploration & Production,A,7.0,3.5,6.2,6.7
OVINTIV INC,US,Oil & Gas Exploration & Production,A,7.0,3.5,6.2,6.7
OZARK CAPITAL STATUTORY TRUST V,US,Banks,A,7.0,0.5,4.8,6.2
Obara Group Incorporated,JP,Industrial Machinery,B,1.7,3.5,2.3,4.0
Obic Business Consultants Co Ltd,JP,Software & Services,B,1.9,3.7,5.3,0.0
"OliX Pharmaceuticals, Inc",KR,Biotechnology,B,2.1,6.8,4.5,2.3
Olin Corporation,US,Commodity Chemicals,B,2.2,1.6,3.7,6.3
Olo Inc,US,Software & Services,A,6.2,4.0,4.5,6.0
Open Door Inc,JP,Hotels & Travel,A,6.6,6.4,5.5,3.9
Oportun Financial Corp,US,Consumer Finance,A,6.3,8.0,4.1,5.7
Oppein Home Group Inc,CN,Household Durables,B,1.7,4.1,3.2,3.7
Optorun Co Ltd,JP,Semiconductors & Semiconductor Equipment,B,2.7,3.4,6.4,4.0
Oramed Pharmaceuticals Inc,US,Pharmaceuticals,A,6.9,6.1,5.8,3.9
"Oriental Pearl Group Co,Ltd",CN,Media & Entertainment,B,2.5,,4.6,2.1
Origin Materials Inc,US,Commodity Chemicals,B,1.6,1.5,1.5,5.8
Orion Office Reit Inc,US,Real Estate Management & Services,B,1.8,2.1,2.7,6.2
Oro Co Ltd,JP,Software & Services,B,1.9,,3.7,1.5
Otter Tail Corporation,US,Utilities,A,6.1,5.6,5.8,5.8
Outset Medical Inc,US,Health Care Equipment & Supplies,A,6.8,6.4,5.6,6.3
"PACIFIC PREMIER BANCORP, INC",US,Banks,B,1.6,,2.0,5.1
PACTIV EVERGREEN INC,US,Containers & Packaging,B,1.7,3.5,4.2,5.5
PACTIV LLC,US,Containers & Packaging,B,1.7,3.5,4.2,5.5
"PAGERDUTY, INC",US,Software & Services,A,6.4,4.6,5.9,3.3
PALANTIR TECHNOLOGIES INC,US,Software & Services,B,2.6,3.6,2.9,3.5
"PALO ALTO NETWORKS, INC",US,Software & Services,B,2.4,7.0,3.8,4.3
"PALOMAR HOLDINGS, INC",US,Property & Casualty Insurance,B,1.7,,2.6,6.8
PANERA BREAD COMPANY,US,Diversified Financials,B,1.6,3.8,6.3,1.3
"PANHANDLE EASTERN PIPE LINE COMPANY, LP",US,Utilities,B,2.6,,3.1,4.7
"PAPA JOHNS INTERNATIONAL, INC",US,Restaurants,B,2.5,2.7,3.6,5.6
"PAR PHARMACEUTICAL, INC",US,Pharmaceuticals,B,1.8,3.4,2.6,5.5
PARK-OHIO HOLDINGS CORP,US,Industrial Machinery,B,1.7,,5.1,3.0
"PARK-OHIO INDUSTRIES, INC",US,Industrial Machinery,B,1.7,3.5,5.1,3.0
"PARK24 Co, Ltd",JP,Commercial Services & Supplies,A,5.9,,7.4,5.1
PARSONS CORPORATION,US,Aerospace & Defense,B,2.8,2.1,1.8,4.4
"PAYCOM SOFTWARE, INC",US,Software & Services,A,7.1,4.7,5.7,4.4
PAYLOCITY HOLDING CORPORATION,US,Software & Services,A,6.2,4.0,5.0,5.3
"PAYPAL HOLDINGS, INC",US,Software & Services,A,7.1,,4.9,5.0
"PDC ENERGY, INC",US,Oil & Gas Exploration & Production,B,2.8,2.1,3.4,5.4
PEBBLEBROOK HOTEL TRUST,US,Real Estate Management & Services,B,2.1,5.1,1.8,5.0
"PEBBLEBROOK HOTEL, LP",US,Real Estate Management & Services,B,2.1,5.1,1.8,5.0
PENNSYLVANIA - AMERICAN WATER COMPANY,US,Utilities,A,7.0,6.5,4.7,7.5
PENNYMAC CORP,US,Asset Management & Custody Banks,B,2.4,8.3,4.0,3.3
PENNYMAC MORTGAGE INVESTMENT TRUST,US,Asset Management & Custody Banks,B,2.4,8.3,4.0,3.3
"PENSKE AUTOMOTIVE GROUP, INC",US,Retail - Consumer Discretionary,B,2.4,2.0,5.7,2.0
PEOPLES BANCORP INC,US,Banks,B,1.7,,2.8,6.0
PEOPLES BANK,US,Banks,B,1.7,1.5,2.8,6.0
"PEOPLES UNITED BANK, NATIONAL ASSOCIATION",US,Banks,A,5.8,2.3,4.6,4.4
"PEOPLES UNITED FINANCIAL, INC",US,Banks,A,5.8,2.3,4.6,4.4
PEPCO HOLDINGS LLC,US,Utilities,A,7.0,,5.6,5.5
PERFORMANCE FOOD GROUP COMPANY,US,Retail - Food & Staples,A,6.8,2.1,4.4,6.5
"PERIAMA HOLDINGS, LLC",US,Steel,B,2.4,3.0,3.6,2.7
PERRIGO COMPANY,US,Pharmaceuticals,A,6.4,3.3,3.7,6.0
"PERSOL HOLDINGS CO,LTD",JP,Professional Services,A,6.4,7.0,5.7,6.8
"PES HOLDINGS, LLC",US,"Oil & Gas Refining, Marketing, Transportation & Storage",B,2.6,3.4,3.1,4.7
PFIZER INC,US,Pharmaceuticals,B,1.5,4.7,3.6,4.2
PHARMACIA LLC,US,Pharmaceuticals,B,1.5,4.7,3.6,4.2
"PHATHOM PHARMACEUTICALS, INC",US,Pharmaceuticals,A,6.9,,5.3,4.7
PHH CORPORATION,US,Banks,B,2.5,3.5,2.2,5.5
PHH MORTGAGE CORPORATION,US,Banks,B,2.5,3.5,2.2,5.5
PHYSIOTHERAPY CORPORATION,US,Health Care Providers & Services,A,6.0,,5.1,5.1
"PICASSO FINANCE SUB, INC",US,Commercial Services & Supplies,A,5.9,6.5,7.1,5.4
PING AN HEALTHCARE AND TECHNOLOGY COMPANY LIMITED,CN,Health Care Providers & Services,A,7.0,7.9,6.2,4.2
"PINTEREST, INC",US,Interactive Media & Services,B,2.7,,2.4,4.1
PITNEY BOWES INC,US,Commercial Services & Supplies,A,6.5,9.7,7.4,5.1
PJT PARTNERS INC,US,Investment Banking & Brokerage,B,2.6,2.0,1.4,5.2
"PLAINS ALL AMERICAN PIPELINE, LP",US,"Oil & Gas Refining, Marketing, Transportation & Storage",B,2.8,3.2,5.6,3.9
"PLAINS MARKETING, LP",US,"Oil & Gas Refining, Marketing, Transportation & Storage",B,2.8,3.2,5.6,3.9
"PLANET FITNESS, INC",US,Hotels & Travel,A,6.6,5.0,5.5,5.4
"PLANTRONICS, INC",US,"Technology Hardware, Storage & Peripherals",A,5.8,2.0,4.5,5.7
"PLENUS Co, Ltd",JP,Restaurants,B,2.5,1.2,4.0,5.2
"PLEX SYSTEMS, INC",US,Electrical Equipment,A,6.7,6.6,6.1,4.5
PLEXUS CORP,US,"Electronic Equipment, Instruments & Components",A,6.8,2.5,5.6,6.0
PLUG POWER INC,US,Electrical Equipment,A,6.7,6.4,8.2,2.9
"PLYMOUTH INDUSTRIAL REIT, INC",US,Real Estate Management & Services,B,1.6,3.3,2.5,5.2
"PNC BANK, NATIONAL ASSOCIATION",US,Banks,A,5.9,,4.0,6.3
PNC CAPITAL TRUST C,US,Banks,A,5.9,7.6,4.0,6.3
"POLAR TANKERS, INC",US,Oil & Gas Exploration & Production,A,6.0,4.0,6.4,4.2
"POLYCOM, INC",US,"Technology Hardware, Storage & Peripherals",A,5.8,2.0,4.5,5.7
PORTLAND GENERAL ELECTRIC COMPANY,US,Utilities,A,6.8,6.6,4.0,6.4
POSCO ICT COMPANY LTD,KR,Software & Services,B,2.1,,4.1,0.8
POSCO INTERNATIONAL CORPORATION,KR,Trading Companies & Distributors,B,2.6,5.0,5.8,3.5
"POSTAL SAVINGS BANK OF CHINA CO, LTD",CN,Banks,A,6.8,7.6,4.5,4.4
PPL ELECTRIC UTILITIES CORPORATION,US,Utilities,A,6.3,6.7,4.4,6.2
"PRA GROUP, INC",US,Consumer Finance,A,6.2,6.7,4.7,5.5
